Invoice_ID,Client_Name,Region,Invoice_Amount,Payment_Status,Due_Date,Payment_Date,Delay_Days
INV0771,Delta Ltd,North,29435,Pending,2024-02-28,,
INV0772,Alpha Co,South,10292,Paid,2024-02-01,2024-01-29,-3.0
INV0773,Alpha Co,East,9793,Pending,2024-02-23,,
INV0774,Omega Inc,East,41351,Pending,2024-02-11,,
INV0775,ABC Pvt Ltd,South,45649,Pending,2024-01-28,,
INV0776,XYZ Corp,South,24556,Paid,2024-01-05,2024-01-11,6.0
INV0777,Omega Inc,East,45657,Pending,2024-02-13,,
INV0778,ABC Pvt Ltd,North,11295,Paid,2024-01-22,2024-01-24,2.0
INV0779,ABC Pvt Ltd,West,44279,Pending,2024-02-19,,
INV0780,XYZ Corp,South,14128,Pending,2024-01-26,,
INV0781,Alpha Co,South,13088,Paid,2024-01-16,2024-01-21,5.0
INV0782,Alpha Co,North,45582,Paid,2024-02-03,2024-02-12,9.0
INV0783,Delta Ltd,East,26337,Pending,2024-02-28,,
INV0784,Omega Inc,North,7811,Pending,2024-02-02,,
INV0785,Omega Inc,North,4303,Pending,2024-01-03,,
INV0786,Omega Inc,North,11440,Pending,2024-02-02,,
INV0787,XYZ Corp,North,6762,Paid,2024-01-18,2024-01-26,8.0
INV0788,ABC Pvt Ltd,North,23588,Paid,2024-01-27,2024-01-30,3.0
INV0789,Alpha Co,West,41473,Pending,2024-01-12,,
INV0790,Alpha Co,South,30001,Paid,2024-02-14,2024-02-18,4.0
INV0791,ABC Pvt Ltd,North,2446,Paid,2024-02-07,2024-02-06,-1.0
INV0792,ABC Pvt Ltd,South,26473,Paid,2024-02-22,2024-02-20,-2.0
INV0793,Omega Inc,South,44747,Pending,2024-02-24,,
INV0794,Alpha Co,South,34390,Paid,2024-01-15,2024-01-11,-4.0
INV0795,ABC Pvt Ltd,North,44043,Paid,2024-02-02,2024-02-06,4.0
INV0796,Delta Ltd,North,41996,Pending,2024-02-11,,
INV0797,ABC Pvt Ltd,South,5943,Pending,2024-02-12,,
INV0798,ABC Pvt Ltd,South,7130,Pending,2024-01-03,,
INV0799,ABC Pvt Ltd,West,8192,Pending,2024-01-10,,
INV0800,Alpha Co,West,16917,Paid,2024-01-09,2024-01-07,-2.0
INV0801,ABC Pvt Ltd,West,35726,Paid,2024-02-27,2024-02-24,-3.0
INV0802,Alpha Co,West,38186,Pending,2024-01-24,,
INV0803,XYZ Corp,North,15123,Paid,2024-01-22,2024-01-21,-1.0
INV0804,Delta Ltd,West,5030,Paid,2024-01-27,2024-01-26,-1.0
INV0805,Alpha Co,South,9827,Pending,2024-01-06,,
INV0806,Delta Ltd,North,26502,Paid,2024-01-21,2024-01-25,4.0
INV0807,Omega Inc,East,16311,Paid,2024-02-15,2024-02-12,-3.0
INV0808,ABC Pvt Ltd,West,43571,Pending,2024-02-16,,
INV0809,XYZ Corp,South,9724,Paid,2024-01-19,2024-01-22,3.0
INV0810,XYZ Corp,South,2078,Paid,2024-01-12,2024-01-18,6.0
INV0811,Delta Ltd,West,5617,Paid,2024-02-12,2024-02-11,-1.0
INV0812,ABC Pvt Ltd,North,1410,Pending,2024-02-10,,
INV0813,XYZ Corp,West,12762,Pending,2024-02-24,,
INV0814,Omega Inc,North,26191,Pending,2024-01-11,,
INV0815,ABC Pvt Ltd,North,22626,Pending,2024-02-09,,
INV0816,Delta Ltd,West,27223,Paid,2024-02-22,2024-02-20,-2.0
INV0817,XYZ Corp,West,3029,Pending,2024-02-03,,
INV0818,ABC Pvt Ltd,West,3972,Pending,2024-02-26,,
INV0819,ABC Pvt Ltd,South,10226,Pending,2024-02-16,,
INV0820,Alpha Co,East,36740,Pending,2024-02-21,,
INV0821,XYZ Corp,North,27341,Paid,2024-02-17,2024-02-16,-1.0
INV0822,ABC Pvt Ltd,South,33126,Paid,2024-01-09,2024-01-04,-5.0
INV0823,XYZ Corp,North,47866,Pending,2024-01-18,,
INV0824,Delta Ltd,North,39611,Pending,2024-01-24,,
INV0825,Delta Ltd,East,7091,Pending,2024-02-15,,
INV0826,ABC Pvt Ltd,North,13587,Paid,2024-01-28,2024-01-29,1.0
INV0827,Omega Inc,West,31335,Pending,2024-01-04,,
INV0828,ABC Pvt Ltd,North,5154,Paid,2024-02-06,2024-02-02,-4.0
INV0829,Delta Ltd,East,33602,Pending,2024-01-27,,
INV0830,ABC Pvt Ltd,West,15322,Paid,2024-02-12,2024-02-12,0.0
INV0831,Delta Ltd,West,44064,Pending,2024-01-11,,
INV0832,Omega Inc,West,40897,Pending,2024-02-23,,
INV0833,ABC Pvt Ltd,East,26086,Pending,2024-02-03,,
INV0834,Omega Inc,East,34973,Paid,2024-02-19,2024-02-25,6.0
INV0835,Alpha Co,West,17122,Paid,2024-02-04,2024-02-09,5.0
INV0836,Delta Ltd,North,19076,Pending,2024-02-05,,
INV0837,Delta Ltd,North,24667,Pending,2024-02-09,,
INV0838,XYZ Corp,West,27214,Pending,2024-01-24,,
INV0839,Delta Ltd,North,38562,Pending,2024-02-22,,
INV0840,XYZ Corp,East,8575,Paid,2024-02-07,2024-02-12,5.0
INV0841,Delta Ltd,East,4574,Paid,2024-02-19,2024-02-22,3.0
INV0842,XYZ Corp,West,39709,Paid,2024-01-22,2024-01-21,-1.0
INV0843,XYZ Corp,West,49336,Pending,2024-01-11,,
INV0844,XYZ Corp,South,47031,Pending,2024-01-08,,
INV0845,ABC Pvt Ltd,West,19017,Paid,2024-01-02,2023-12-31,-2.0
INV0846,Omega Inc,North,18579,Paid,2024-02-17,2024-02-26,9.0
INV0847,Omega Inc,South,38967,Pending,2024-01-10,,
INV0848,Delta Ltd,South,2293,Pending,2024-02-03,,
INV0849,Omega Inc,South,10354,Paid,2024-02-25,2024-02-27,2.0
INV0850,Delta Ltd,North,30779,Pending,2024-01-29,,
INV0851,Alpha Co,South,32866,Pending,2024-02-08,,
INV0852,XYZ Corp,South,1795,Paid,2024-01-12,2024-01-07,-5.0
INV0853,Alpha Co,South,44844,Pending,2024-01-22,,
INV0854,XYZ Corp,South,13827,Paid,2024-02-18,2024-02-16,-2.0
INV0855,XYZ Corp,East,33699,Paid,2024-02-02,2024-02-05,3.0
INV0856,ABC Pvt Ltd,North,35564,Pending,2024-02-13,,
INV0857,Delta Ltd,North,14650,Pending,2024-01-12,,
INV0858,ABC Pvt Ltd,North,1583,Paid,2024-02-08,2024-02-08,0.0
INV0859,Alpha Co,North,24627,Paid,2024-01-22,2024-01-17,-5.0
INV0860,ABC Pvt Ltd,South,42359,Pending,2024-02-01,,
INV0861,Alpha Co,West,35354,Pending,2024-02-05,,
INV0862,XYZ Corp,South,12045,Paid,2024-01-12,2024-01-21,9.0
INV0863,Omega Inc,South,35553,Pending,2024-02-14,,
INV0864,ABC Pvt Ltd,East,4799,Paid,2024-01-25,2024-01-31,6.0
INV0865,Omega Inc,West,31619,Paid,2024-01-21,2024-01-25,4.0
INV0866,ABC Pvt Ltd,East,28325,Pending,2024-01-21,,
INV0867,Alpha Co,South,39868,Paid,2024-02-03,2024-02-01,-2.0
INV0868,Delta Ltd,West,42649,Paid,2024-01-23,2024-01-24,1.0
INV0869,Alpha Co,North,12601,Pending,2024-01-25,,
INV0870,Delta Ltd,West,13659,Paid,2024-01-05,2023-12-31,-5.0
INV0871,Omega Inc,West,14102,Pending,2024-02-04,,
INV0872,Omega Inc,West,3784,Pending,2024-02-11,,
INV0873,Omega Inc,West,37845,Pending,2024-02-25,,
INV0874,Omega Inc,North,38717,Pending,2024-01-05,,
INV0875,XYZ Corp,South,49703,Paid,2024-02-02,2024-01-28,-5.0
INV0876,Alpha Co,East,33616,Pending,2024-01-20,,
INV0877,XYZ Corp,East,2683,Pending,2024-01-31,,
INV0878,Alpha Co,East,37451,Paid,2024-02-17,2024-02-13,-4.0
INV0879,ABC Pvt Ltd,West,22276,Paid,2024-01-20,2024-01-26,6.0
INV0880,ABC Pvt Ltd,East,41060,Paid,2024-02-05,2024-02-08,3.0
INV0881,Alpha Co,East,49114,Paid,2024-01-09,2024-01-18,9.0
INV0882,Omega Inc,South,47066,Paid,2024-02-19,2024-02-20,1.0
INV0883,Alpha Co,West,45793,Paid,2024-01-22,2024-01-19,-3.0
INV0884,Delta Ltd,West,21244,Pending,2024-01-07,,
INV0885,Alpha Co,West,36456,Pending,2024-02-09,,
INV0886,ABC Pvt Ltd,West,45479,Paid,2024-01-30,2024-02-06,7.0
INV0887,Omega Inc,South,29081,Pending,2024-01-27,,
INV0888,Delta Ltd,East,12137,Paid,2024-01-11,2024-01-07,-4.0
INV0889,ABC Pvt Ltd,East,20167,Pending,2024-01-13,,
INV0890,Omega Inc,South,20660,Paid,2024-02-10,2024-02-16,6.0
INV0891,XYZ Corp,South,23941,Pending,2024-02-04,,
INV0892,Omega Inc,North,13915,Paid,2024-01-28,2024-02-01,4.0
INV0893,ABC Pvt Ltd,North,22683,Pending,2024-01-13,,
INV0894,Delta Ltd,North,43076,Paid,2024-01-20,2024-01-19,-1.0
INV0895,Delta Ltd,East,41777,Paid,2024-02-16,2024-02-22,6.0
INV0896,Omega Inc,West,30754,Paid,2024-01-29,2024-01-28,-1.0
INV0897,Delta Ltd,East,43611,Paid,2024-01-24,2024-01-19,-5.0
INV0898,Alpha Co,North,33484,Pending,2024-02-06,,
INV0899,Omega Inc,West,36945,Pending,2024-01-30,,
INV0900,Alpha Co,East,34637,Paid,2024-01-06,2024-01-06,0.0
INV0901,XYZ Corp,East,27395,Pending,2024-02-11,,
INV0902,Omega Inc,North,47776,Paid,2024-02-10,2024-02-16,6.0
INV0903,XYZ Corp,South,23659,Pending,2024-01-19,,
INV0904,XYZ Corp,West,47681,Paid,2024-01-09,2024-01-10,1.0
INV0905,Alpha Co,East,5286,Pending,2024-01-06,,
INV0906,Delta Ltd,West,20745,Pending,2024-01-05,,
INV0907,ABC Pvt Ltd,North,3248,Pending,2024-02-23,,
INV0908,Alpha Co,North,12044,Paid,2024-02-29,2024-03-09,9.0
INV0909,ABC Pvt Ltd,East,11606,Pending,2024-01-04,,
INV0910,XYZ Corp,West,23877,Paid,2024-02-08,2024-02-07,-1.0
INV0911,XYZ Corp,North,24490,Paid,2024-02-12,2024-02-20,8.0
INV0912,ABC Pvt Ltd,West,15796,Pending,2024-01-10,,
INV0913,Delta Ltd,East,30690,Paid,2024-01-16,2024-01-19,3.0
INV0914,Delta Ltd,North,33042,Paid,2024-01-20,2024-01-23,3.0
INV0915,ABC Pvt Ltd,South,44658,Paid,2024-01-11,2024-01-18,7.0
INV0916,Delta Ltd,West,16488,Paid,2024-01-04,2024-01-05,1.0
INV0917,Alpha Co,South,31908,Pending,2024-02-06,,
INV0918,Omega Inc,East,28253,Paid,2024-01-28,2024-01-23,-5.0
INV0919,Alpha Co,South,47809,Pending,2024-01-28,,
INV0920,Alpha Co,East,23995,Pending,2024-01-24,,
INV0921,ABC Pvt Ltd,South,43472,Paid,2024-01-31,2024-02-01,1.0
INV0922,Omega Inc,North,8927,Pending,2024-01-27,,
INV0923,Delta Ltd,East,39557,Paid,2024-01-31,2024-02-06,6.0
INV0924,Delta Ltd,East,9429,Pending,2024-01-29,,
INV0925,Delta Ltd,East,41933,Paid,2024-01-30,2024-02-08,9.0
INV0926,XYZ Corp,West,34609,Pending,2024-02-14,,
INV0927,Alpha Co,North,14753,Paid,2024-02-07,2024-02-07,0.0
INV0928,Delta Ltd,South,16778,Paid,2024-02-16,2024-02-20,4.0
INV0929,Delta Ltd,South,34826,Paid,2024-01-31,2024-01-29,-2.0
INV0930,ABC Pvt Ltd,South,8234,Paid,2024-01-31,2024-02-04,4.0
INV0931,Delta Ltd,West,27483,Paid,2024-02-05,2024-02-05,0.0
INV0932,Alpha Co,North,41765,Pending,2024-02-21,,
INV0933,XYZ Corp,East,7375,Paid,2024-01-16,2024-01-21,5.0
INV0934,XYZ Corp,East,8117,Paid,2024-01-31,2024-02-08,8.0
INV0935,ABC Pvt Ltd,South,33586,Paid,2024-01-09,2024-01-14,5.0
INV0936,Alpha Co,North,4474,Pending,2024-02-02,,
INV0937,ABC Pvt Ltd,West,2850,Paid,2024-02-03,2024-02-01,-2.0
INV0938,Omega Inc,South,35480,Pending,2024-02-05,,
INV0939,Alpha Co,West,20485,Pending,2024-01-15,,
INV0940,XYZ Corp,West,30937,Paid,2024-01-21,2024-01-27,6.0
INV0941,Alpha Co,North,3994,Pending,2024-02-04,,
INV0942,Alpha Co,West,36719,Paid,2024-02-13,2024-02-08,-5.0
INV0943,Alpha Co,West,45611,Pending,2024-02-23,,
INV0944,Alpha Co,West,16486,Paid,2024-01-10,2024-01-11,1.0
INV0945,Alpha Co,North,39633,Pending,2024-01-26,,
INV0946,XYZ Corp,South,5267,Paid,2024-02-02,2024-02-05,3.0
INV0947,Alpha Co,East,46407,Paid,2024-01-26,2024-01-27,1.0
INV0948,Delta Ltd,South,29714,Pending,2024-02-06,,
INV0949,Omega Inc,South,34162,Pending,2024-02-24,,
INV0950,XYZ Corp,South,33963,Paid,2024-01-13,2024-01-16,3.0
INV0951,Delta Ltd,West,27116,Pending,2024-02-29,,
INV0952,Delta Ltd,East,1765,Pending,2024-02-09,,
INV0953,Alpha Co,West,19425,Paid,2024-01-02,2023-12-31,-2.0
INV0954,ABC Pvt Ltd,West,37315,Paid,2024-01-12,2024-01-09,-3.0
INV0955,XYZ Corp,East,25380,Paid,2024-01-16,2024-01-23,7.0
INV0956,Omega Inc,South,45224,Paid,2024-01-13,2024-01-19,6.0
INV0957,ABC Pvt Ltd,West,7690,Paid,2024-02-14,2024-02-18,4.0
INV0958,Alpha Co,North,19387,Paid,2024-02-16,2024-02-11,-5.0
INV0959,ABC Pvt Ltd,East,26610,Pending,2024-02-12,,
INV0960,XYZ Corp,West,28599,Pending,2024-01-15,,
INV0961,Alpha Co,West,6880,Pending,2024-01-11,,
INV0962,Alpha Co,West,49068,Paid,2024-01-12,2024-01-18,6.0
INV0963,ABC Pvt Ltd,North,39472,Paid,2024-02-14,2024-02-09,-5.0
INV0964,ABC Pvt Ltd,East,27677,Paid,2024-01-04,2024-01-03,-1.0
INV0965,ABC Pvt Ltd,West,10222,Paid,2024-01-15,2024-01-18,3.0
INV0966,Alpha Co,North,10695,Paid,2024-01-28,2024-02-01,4.0
INV0967,Delta Ltd,West,43753,Paid,2024-02-12,2024-02-20,8.0
INV0968,Delta Ltd,North,11949,Pending,2024-02-21,,
INV0969,Alpha Co,South,36099,Pending,2024-01-10,,
INV0970,Alpha Co,South,37351,Pending,2024-01-24,,
INV0971,ABC Pvt Ltd,North,20145,Pending,2024-01-30,,
INV0972,ABC Pvt Ltd,South,41759,Paid,2024-02-05,2024-02-12,7.0
INV0973,Delta Ltd,West,41035,Paid,2024-01-12,2024-01-17,5.0
INV0974,XYZ Corp,East,30594,Paid,2024-01-24,2024-01-20,-4.0
INV0975,ABC Pvt Ltd,North,46084,Paid,2024-01-06,2024-01-04,-2.0
INV0976,Delta Ltd,North,17619,Paid,2024-02-01,2024-02-05,4.0
INV0977,Alpha Co,West,14812,Pending,2024-01-15,,
INV0978,ABC Pvt Ltd,West,36852,Paid,2024-02-18,2024-02-21,3.0
INV0979,Omega Inc,East,22783,Paid,2024-02-24,2024-02-24,0.0
INV0980,ABC Pvt Ltd,North,4075,Pending,2024-02-07,,
INV0981,Alpha Co,West,20288,Pending,2024-01-26,,
INV0982,ABC Pvt Ltd,South,9696,Pending,2024-01-31,,
INV0983,ABC Pvt Ltd,North,21949,Pending,2024-01-17,,
INV0984,Alpha Co,East,9151,Pending,2024-01-31,,
INV0985,XYZ Corp,South,14021,Paid,2024-01-03,2024-01-06,3.0
INV0986,XYZ Corp,East,17793,Pending,2024-02-06,,
INV0987,ABC Pvt Ltd,South,7406,Paid,2024-01-31,2024-02-04,4.0
INV0988,Delta Ltd,West,40964,Pending,2024-02-12,,
INV0989,ABC Pvt Ltd,North,23491,Pending,2024-01-13,,
INV0990,Omega Inc,South,1087,Paid,2024-01-29,2024-02-02,4.0
INV0991,XYZ Corp,West,6728,Paid,2024-02-28,2024-02-29,1.0
INV0992,Omega Inc,North,48533,Paid,2024-02-11,2024-02-12,1.0
INV0993,Omega Inc,East,9379,Pending,2024-02-08,,
INV0994,Alpha Co,East,8030,Paid,2024-02-21,2024-02-16,-5.0
INV0995,Delta Ltd,North,21890,Pending,2024-02-09,,
INV0996,ABC Pvt Ltd,North,15171,Pending,2024-02-06,,
INV0997,Delta Ltd,West,3844,Pending,2024-01-21,,
INV0998,Omega Inc,North,25758,Pending,2024-01-25,,
INV0999,Omega Inc,West,23626,Pending,2024-02-26,,
INV1000,ABC Pvt Ltd,North,1595,Paid,2024-01-18,2024-01-27,9.0
